0.64556962,0.443037975,0.17721519,0.025316456,s
0.620253165,0.379746835,0.17721519,0.025316456,s
0.594936709,0.405063291,0.164556962,0.025316456,s
0.582278481,0.392405063,0.189873418,0.025316456,s
0.632911392,0.455696203,0.17721519,0.025316456,s
0.683544304,0.493670886,0.215189873,0.050632911,s
0.582278481,0.430379747,0.17721519,0.037974684,s
0.632911392,0.430379747,0.189873418,0.025316456,s
0.556962025,0.367088608,0.17721519,0.025316456,s
0.620253165,0.392405063,0.189873418,0.012658228,s
0.683544304,0.46835443,0.189873418,0.025316456,s
0.607594937,0.430379747,0.202531646,0.025316456,s
0.607594937,0.379746835,0.17721519,0.012658228,s
0.544303797,0.379746835,0.139240506,0.012658228,s
0.734177215,0.506329114,0.151898734,0.025316456,s
0.721518987,0.556962025,0.189873418,0.050632911,s
0.683544304,0.493670886,0.164556962,0.050632911,s
0.64556962,0.443037975,0.17721519,0.037974684,s
0.721518987,0.481012658,0.215189873,0.037974684,s
0.64556962,0.481012658,0.189873418,0.037974684,s
0.683544304,0.430379747,0.215189873,0.025316456,s
0.64556962,0.46835443,0.189873418,0.050632911,s
0.582278481,0.455696203,0.126582278,0.025316456,s
0.64556962,0.417721519,0.215189873,0.063291139,s
0.607594937,0.430379747,0.240506329,0.025316456,s
0.632911392,0.379746835,0.202531646,0.025316456,s
0.632911392,0.430379747,0.202531646,0.050632911,s
0.658227848,0.443037975,0.189873418,0.025316456,s
0.658227848,0.430379747,0.17721519,0.025316456,s
0.594936709,0.405063291,0.202531646,0.025316456,s
0.607594937,0.392405063,0.202531646,0.025316456,s
0.683544304,0.430379747,0.189873418,0.050632911,s
0.658227848,0.518987342,0.189873418,0.012658228,s
0.696202532,0.53164557,0.17721519,0.025316456,s
0.620253165,0.392405063,0.189873418,0.012658228,s
0.632911392,0.405063291,0.151898734,0.025316456,s
0.696202532,0.443037975,0.164556962,0.025316456,s
0.620253165,0.392405063,0.189873418,0.012658228,s
0.556962025,0.379746835,0.164556962,0.025316456,s
0.64556962,0.430379747,0.189873418,0.025316456,s
0.632911392,0.443037975,0.164556962,0.037974684,s
0.569620253,0.291139241,0.164556962,0.037974684,s
0.556962025,0.405063291,0.164556962,0.025316456,s
0.632911392,0.443037975,0.202531646,0.075949367,s
0.64556962,0.481012658,0.240506329,0.050632911,s
0.607594937,0.379746835,0.17721519,0.037974684,s
0.64556962,0.481012658,0.202531646,0.025316456,s
0.582278481,0.405063291,0.17721519,0.025316456,s
0.670886076,0.46835443,0.189873418,0.025316456,s
0.632911392,0.417721519,0.17721519,0.025316456,s
0.886075949,0.405063291,0.594936709,0.17721519,e
0.810126582,0.405063291,0.569620253,0.189873418,e
0.873417722,0.392405063,0.620253165,0.189873418,e
0.696202532,0.291139241,0.506329114,0.164556962,e
0.82278481,0.35443038,0.582278481,0.189873418,e
0.721518987,0.35443038,0.569620253,0.164556962,e
0.797468354,0.417721519,0.594936709,0.202531646,e
0.620253165,0.303797468,0.417721519,0.126582278,e
0.835443038,0.367088608,0.582278481,0.164556962,e
0.658227848,0.341772152,0.493670886,0.17721519,e
